,Name,Matlabel,Fish,Date,Time
0,180722_050104,0,0,2018:07:22,04:01:12
1,180722_050111,0,0,2018:07:22,04:01:20
2,180722_050119,0,0,2018:07:22,04:01:27
3,180722_050127,0,0,2018:07:22,04:01:35
4,180722_050135,0,0,2018:07:22,04:01:43
5,180722_050143,0,0,2018:07:22,04:01:51
6,180722_050151,0,0,2018:07:22,04:01:59
7,180722_050201,0,0,2018:07:22,04:02:09
8,180722_050212,0,0,2018:07:22,04:02:20
9,180722_050252,0,0,2018:07:22,04:02:28
10,180722_050256,0,0,2018:07:22,04:03:02
11,180722_050303,0,0,2018:07:22,04:03:11
12,180722_050311,0,0,2018:07:22,04:03:19
13,180722_050319,0,0,2018:07:22,04:03:28
14,180722_050404,0,0,2018:07:22,04:04:12
15,180722_051303,0,0,2018:07:22,04:13:12
16,180722_051311,0,0,2018:07:22,04:13:20
17,180722_051319,0,0,2018:07:22,04:13:28
18,180722_051455,0,0,2018:07:22,04:14:32
19,180722_051459,0,0,2018:07:22,04:15:05
20,180722_051506,0,0,2018:07:22,04:15:15
21,180722_051514,0,0,2018:07:22,04:15:23
22,180722_051522,0,0,2018:07:22,04:15:31
23,180722_051530,0,0,2018:07:22,04:15:39
24,180722_051539,0,0,2018:07:22,04:15:48
25,180722_051547,0,0,2018:07:22,04:15:56
26,180722_052503,1,0,2018:07:22,04:25:12
27,180722_052510,0,0,2018:07:22,04:25:19
28,180722_052517,0,0,2018:07:22,04:25:27
29,180722_052525,0,0,2018:07:22,04:25:34
30,180722_052532,0,0,2018:07:22,04:25:42
31,180722_052540,0,0,2018:07:22,04:25:49
32,180722_052616,0,0,2018:07:22,04:26:25
33,180722_052658,0,0,2018:07:22,04:27:07
34,180722_052705,0,0,2018:07:22,04:27:14
35,180722_052713,0,0,2018:07:22,04:27:22
36,180722_052720,0,0,2018:07:22,04:27:29
37,180722_052728,0,0,2018:07:22,04:27:37
38,180722_052738,0,0,2018:07:22,04:27:47
39,180722_052747,0,0,2018:07:22,04:27:56
40,180722_052757,0,0,2018:07:22,04:28:06
41,180722_052805,0,0,2018:07:22,04:28:14
42,180722_053704,0,0,2018:07:22,04:37:13
43,180722_053710,0,0,2018:07:22,04:37:20
44,180722_053718,0,0,2018:07:22,04:37:27
45,180722_053725,0,0,2018:07:22,04:37:34
46,180722_053732,0,0,2018:07:22,04:37:41
47,180722_053739,0,0,2018:07:22,04:37:49
48,180722_053749,0,0,2018:07:22,04:37:58
49,180722_053756,0,0,2018:07:22,04:38:05
50,180722_053807,0,0,2018:07:22,04:38:16
51,180722_053816,0,0,2018:07:22,04:38:25
52,180722_053900,0,0,2018:07:22,04:39:09
53,180722_053909,0,0,2018:07:22,04:39:18
54,180722_053916,0,0,2018:07:22,04:39:25
55,180722_053924,0,0,2018:07:22,04:39:33
56,180722_054006,0,0,2018:07:22,04:40:15
57,180722_054013,0,0,2018:07:22,04:40:22
58,180722_054903,0,0,2018:07:22,04:49:12
59,180722_054909,0,0,2018:07:22,04:49:19
60,180722_054917,0,0,2018:07:22,04:49:26
61,180722_054925,0,0,2018:07:22,04:49:34
62,180722_054933,0,0,2018:07:22,04:49:42
63,180722_054940,1,1,2018:07:22,04:49:49
64,180722_054947,0,0,2018:07:22,04:49:56
65,180722_054958,0,0,2018:07:22,04:50:07
66,180722_055005,0,0,2018:07:22,04:50:14
67,180722_055013,0,0,2018:07:22,04:50:22
68,180722_055057,0,0,2018:07:22,04:51:06
69,180722_055103,0,0,2018:07:22,04:51:12
70,180722_055110,0,0,2018:07:22,04:51:19
71,180722_055118,0,0,2018:07:22,04:51:27
72,180722_055125,0,0,2018:07:22,04:51:34
73,180722_055134,0,0,2018:07:22,04:51:43
74,180722_055141,0,0,2018:07:22,04:51:50
75,180722_055149,0,0,2018:07:22,04:51:58
76,180722_055157,0,0,2018:07:22,04:52:06
77,180722_055205,0,0,2018:07:22,04:52:14
78,180722_060103,0,0,2018:07:22,05:01:12
79,180722_060109,0,0,2018:07:22,05:01:18
80,180722_060116,0,0,2018:07:22,05:01:25
81,180722_060126,0,0,2018:07:22,05:01:35
82,180722_060137,0,0,2018:07:22,05:01:46
83,180722_060145,0,0,2018:07:22,05:01:54
84,180722_060153,0,0,2018:07:22,05:02:02
85,180722_060201,0,0,2018:07:22,05:02:10
86,180722_060311,0,0,2018:07:22,05:03:20
87,180722_060318,1,1,2018:07:22,05:03:27
88,180722_060326,0,0,2018:07:22,05:03:35
89,180722_060334,0,0,2018:07:22,05:03:43
90,180722_060342,0,0,2018:07:22,05:03:51
91,180722_060353,0,0,2018:07:22,05:04:02
92,180722_060402,0,0,2018:07:22,05:04:11
93,180722_060410,0,0,2018:07:22,05:04:19
94,180722_060418,0,0,2018:07:22,05:04:27
95,180722_061303,0,0,2018:07:22,05:13:12
96,180722_061309,0,0,2018:07:22,05:13:19
97,180722_061315,0,0,2018:07:22,05:13:24
98,180722_061322,0,0,2018:07:22,05:13:32
99,180722_061351,0,0,2018:07:22,05:14:01
100,180722_061357,0,0,2018:07:22,05:14:07
101,180722_061405,0,0,2018:07:22,05:14:15
102,180722_061412,0,0,2018:07:22,05:14:21
103,180722_061453,0,0,2018:07:22,05:14:29
104,180722_061457,0,0,2018:07:22,05:15:03
105,180722_061502,0,0,2018:07:22,05:15:11
106,180722_061507,0,0,2018:07:22,05:15:17
107,180722_061515,0,0,2018:07:22,05:15:25
108,180722_061553,0,0,2018:07:22,05:16:02
109,180722_061558,0,0,2018:07:22,05:16:08
110,180722_061604,0,0,2018:07:22,05:16:14
111,180722_062503,0,0,2018:07:22,05:25:12
112,180722_062510,0,0,2018:07:22,05:25:20
113,180722_062517,0,0,2018:07:22,05:25:26
114,180722_062522,0,0,2018:07:22,05:25:32
115,180722_062528,0,0,2018:07:22,05:25:37
116,180722_062533,0,0,2018:07:22,05:25:43
117,180722_062539,0,0,2018:07:22,05:25:48
118,180722_062546,0,0,2018:07:22,05:25:55
119,180722_062552,0,0,2018:07:22,05:26:01
120,180722_062600,0,0,2018:07:22,05:26:09
121,180722_062607,0,0,2018:07:22,05:26:17
122,180722_062724,0,0,2018:07:22,05:27:33
123,180722_062729,0,0,2018:07:22,05:27:39
124,180722_062735,0,0,2018:07:22,05:27:44
125,180722_062740,0,0,2018:07:22,05:27:50
126,180722_062746,0,0,2018:07:22,05:27:56
127,180722_062753,0,0,2018:07:22,05:28:03
128,180722_062800,0,0,2018:07:22,05:28:09
129,180722_062806,0,0,2018:07:22,05:28:16
130,180722_062815,0,0,2018:07:22,05:28:25
131,180722_062824,0,0,2018:07:22,05:28:33
132,180722_062831,0,0,2018:07:22,05:28:41
133,180722_063702,0,0,2018:07:22,05:37:12
134,180722_063708,0,0,2018:07:22,05:37:17
135,180722_063713,0,0,2018:07:22,05:37:23
136,180722_063719,0,0,2018:07:22,05:37:28
137,180722_063725,0,0,2018:07:22,05:37:34
138,180722_063731,0,0,2018:07:22,05:37:40
139,180722_063739,0,0,2018:07:22,05:37:48
140,180722_063746,0,0,2018:07:22,05:37:55
141,180722_063751,0,0,2018:07:22,05:38:01
142,180722_063757,0,0,2018:07:22,05:38:06
143,180722_063802,0,0,2018:07:22,05:38:12
144,180722_063811,0,0,2018:07:22,05:38:21
145,180722_063851,0,0,2018:07:22,05:39:00
146,180722_063859,0,0,2018:07:22,05:39:08
147,180722_063911,0,0,2018:07:22,05:39:21
148,180722_063917,0,0,2018:07:22,05:39:27
149,180722_063924,0,0,2018:07:22,05:39:33
150,180722_064000,0,0,2018:07:22,05:40:09
151,180722_064904,0,0,2018:07:22,05:49:13
152,180722_064909,0,0,2018:07:22,05:49:18
153,180722_064918,0,0,2018:07:22,05:49:27
154,180722_064923,0,0,2018:07:22,05:49:33
155,180722_064929,0,0,2018:07:22,05:49:38
156,180722_064934,1,1,2018:07:22,05:49:44
157,180722_064940,0,0,2018:07:22,05:49:50
158,180722_064946,0,0,2018:07:22,05:49:55
159,180722_064951,0,0,2018:07:22,05:50:01
160,180722_064957,0,0,2018:07:22,05:50:07
161,180722_065003,0,0,2018:07:22,05:50:12
162,180722_065013,0,0,2018:07:22,05:50:22
163,180722_065052,0,0,2018:07:22,05:51:02
164,180722_065057,0,0,2018:07:22,05:51:07
165,180722_065105,0,0,2018:07:22,05:51:15
166,180722_065113,0,0,2018:07:22,05:51:22
167,180722_065118,0,0,2018:07:22,05:51:28
168,180722_065124,0,0,2018:07:22,05:51:34
169,180722_065130,0,0,2018:07:22,05:51:40
170,180722_065136,0,0,2018:07:22,05:51:45
171,180722_065141,0,0,2018:07:22,05:51:51
172,180722_065147,0,0,2018:07:22,05:51:57
173,180722_070102,0,0,2018:07:22,06:01:12
174,180722_070108,0,0,2018:07:22,06:01:17
175,180722_070113,0,0,2018:07:22,06:01:23
176,180722_070119,0,0,2018:07:22,06:01:28
177,180722_070126,0,0,2018:07:22,06:01:35
178,180722_070132,0,0,2018:07:22,06:01:42
179,180722_070137,0,0,2018:07:22,06:01:47
180,180722_070143,0,0,2018:07:22,06:01:53
181,180722_070153,0,0,2018:07:22,06:02:03
182,180722_070201,0,0,2018:07:22,06:02:11
183,180722_070207,0,0,2018:07:22,06:02:16
184,180722_070212,0,0,2018:07:22,06:02:22
185,180722_070252,0,0,2018:07:22,06:03:02
186,180722_070257,0,0,2018:07:22,06:03:07
187,180722_070303,0,0,2018:07:22,06:03:13
188,180722_070309,0,0,2018:07:22,06:03:19
189,180722_070316,0,0,2018:07:22,06:03:25
190,180722_070322,0,0,2018:07:22,06:03:31
191,180722_070328,0,0,2018:07:22,06:03:37
192,180722_070349,0,0,2018:07:22,06:03:58
193,180722_071303,0,0,2018:07:22,06:13:12
194,180722_071308,0,0,2018:07:22,06:13:18
