,Name,Matlabel,Fish,Date,Time
0,180712_112503,0,0,2018:07:12,10:25:13
1,180712_112508,0,0,2018:07:12,10:25:19
2,180712_112513,1,2,2018:07:12,10:25:24
3,180712_112522,0,0,2018:07:12,10:25:32
4,180712_112527,0,0,2018:07:12,10:25:38
5,180712_112533,0,0,2018:07:12,10:25:43
6,180712_112538,0,0,2018:07:12,10:25:49
7,180712_112547,0,0,2018:07:12,10:25:57
8,180712_112552,0,0,2018:07:12,10:26:03
9,180712_112558,0,0,2018:07:12,10:26:09
10,180712_112604,0,0,2018:07:12,10:26:15
11,180712_112612,0,0,2018:07:12,10:26:23
12,180712_112656,0,0,2018:07:12,10:27:07
13,180712_112703,0,0,2018:07:12,10:27:13
14,180712_112708,0,0,2018:07:12,10:27:19
15,180712_112714,0,0,2018:07:12,10:27:25
16,180712_112720,0,0,2018:07:12,10:27:30
17,180712_112725,0,0,2018:07:12,10:27:36
18,180712_112731,0,0,2018:07:12,10:27:42
19,180712_112737,0,0,2018:07:12,10:27:48
20,180712_112747,0,0,2018:07:12,10:27:58
21,180712_112753,1,1,2018:07:12,10:28:04
22,180712_112759,1,1,2018:07:12,10:28:10
23,180712_112805,0,0,2018:07:12,10:28:15
24,180712_113703,0,0,2018:07:12,10:37:13
25,180712_113709,1,1,2018:07:12,10:37:20
26,180712_113715,1,9,2018:07:12,10:37:26
27,180712_113722,0,0,2018:07:12,10:37:32
28,180712_113853,0,0,2018:07:12,10:37:39
29,180712_113857,0,0,2018:07:12,10:39:04
30,180712_114902,0,0,2018:07:12,10:49:13
31,180712_114909,0,0,2018:07:12,10:49:20
32,180712_114916,0,0,2018:07:12,10:49:26
33,180712_114921,0,0,2018:07:12,10:49:32
34,180712_114927,0,0,2018:07:12,10:49:37
35,180712_114932,0,0,2018:07:12,10:49:43
36,180712_114941,0,0,2018:07:12,10:49:52
37,180712_114948,0,0,2018:07:12,10:49:59
38,180712_114953,0,0,2018:07:12,10:50:04
39,180712_114959,0,0,2018:07:12,10:50:10
40,180712_115005,1,1,2018:07:12,10:50:15
41,180712_115011,1,2,2018:07:12,10:50:22
42,180712_115051,0,0,2018:07:12,10:51:02
43,180712_115058,0,0,2018:07:12,10:51:09
44,180712_115105,0,0,2018:07:12,10:51:15
45,180712_115113,0,0,2018:07:12,10:51:24
46,180712_115119,0,0,2018:07:12,10:51:30
47,180712_115128,0,0,2018:07:12,10:51:38
48,180712_115137,1,2,2018:07:12,10:51:48
49,180712_115144,0,0,2018:07:12,10:51:55
50,180712_115151,1,1,2018:07:12,10:52:02
51,180712_115157,0,0,2018:07:12,10:52:08
52,180712_115203,0,0,2018:07:12,10:52:14
53,180712_120103,0,0,2018:07:12,11:01:13
54,180712_120108,0,0,2018:07:12,11:01:19
55,180712_120114,1,2,2018:07:12,11:01:24
56,180712_120123,1,4,2018:07:12,11:01:33
57,180712_120128,1,3,2018:07:12,11:01:39
58,180712_120134,0,0,2018:07:12,11:01:45
59,180712_120142,0,0,2018:07:12,11:01:52
60,180712_120148,0,0,2018:07:12,11:01:58
61,180712_120155,0,0,2018:07:12,11:02:06
62,180712_120201,0,0,2018:07:12,11:02:11
63,180712_120209,0,0,2018:07:12,11:02:19
64,180712_120252,0,0,2018:07:12,11:02:29
65,180712_120300,1,4,2018:07:12,11:03:03
66,180712_120306,0,0,2018:07:12,11:03:17
67,180712_120314,0,0,2018:07:12,11:03:24
68,180712_120321,0,0,2018:07:12,11:03:32
69,180712_120329,0,0,2018:07:12,11:03:39
70,180712_120334,0,0,2018:07:12,11:03:45
71,180712_120340,1,4,2018:07:12,11:03:50
72,180712_120346,1,3,2018:07:12,11:03:56
73,180712_120355,1,4,2018:07:12,11:04:05
74,180712_120400,1,4,2018:07:12,11:04:11
75,180712_120407,1,3,2018:07:12,11:04:18
76,180712_121303,0,0,2018:07:12,11:13:13
77,180712_121308,1,6,2018:07:12,11:13:18
78,180712_121314,0,0,2018:07:12,11:13:24
79,180712_121322,0,0,2018:07:12,11:13:33
80,180712_121328,1,1,2018:07:12,11:13:39
81,180712_121336,1,1,2018:07:12,11:13:46
82,180712_121342,0,0,2018:07:12,11:13:52
83,180712_121348,0,0,2018:07:12,11:13:58
84,180712_121353,0,0,2018:07:12,11:14:04
85,180712_121359,0,0,2018:07:12,11:14:10
86,180712_121405,0,0,2018:07:12,11:14:15
87,180712_121410,0,0,2018:07:12,11:14:21
88,180712_121452,0,0,2018:07:12,11:15:03
89,180712_121458,0,0,2018:07:12,11:15:09
90,180712_121504,0,0,2018:07:12,11:15:14
91,180712_121511,0,0,2018:07:12,11:15:21
92,180712_121519,0,0,2018:07:12,11:15:30
93,180712_121526,0,0,2018:07:12,11:15:36
94,180712_121531,0,0,2018:07:12,11:15:42
95,180712_121540,0,0,2018:07:12,11:15:51
96,180712_121546,1,11,2018:07:12,11:15:57
97,180712_121555,1,17,2018:07:12,11:16:05
98,180712_121602,0,0,2018:07:12,11:16:12
99,180712_122502,0,0,2018:07:12,11:25:12
100,180712_122508,0,0,2018:07:12,11:25:19
101,180712_122514,0,0,2018:07:12,11:25:25
102,180712_122521,0,0,2018:07:12,11:25:32
103,180712_122528,0,0,2018:07:12,11:25:39
104,180712_122538,0,0,2018:07:12,11:25:49
105,180712_122544,0,0,2018:07:12,11:25:54
106,180712_122549,0,0,2018:07:12,11:26:00
107,180712_122558,0,0,2018:07:12,11:26:09
108,180712_122608,1,1,2018:07:12,11:26:18
109,180712_122616,0,0,2018:07:12,11:26:27
110,180712_122658,0,0,2018:07:12,11:27:09
111,180712_122704,0,0,2018:07:12,11:27:15
