,Name,Matlabel,Fish,Date,Time
0,180720_111504,0,0,2018:07:20,11:15:00
1,180720_111510,0,0,2018:07:20,11:15:05
2,180720_111515,0,0,2018:07:20,11:15:11
3,180720_111521,0,0,2018:07:20,11:15:17
4,180720_111527,0,0,2018:07:20,11:15:22
5,180720_111532,0,0,2018:07:20,11:15:28
6,180720_111538,0,0,2018:07:20,11:15:34
7,180720_111545,0,0,2018:07:20,11:15:41
8,180720_111551,0,0,2018:07:20,11:15:47
9,180720_111602,0,0,2018:07:20,11:15:57
10,180720_112501,0,0,2018:07:20,11:24:57
11,180720_112507,0,0,2018:07:20,11:25:02
12,180720_112512,0,0,2018:07:20,11:25:08
13,180720_112518,0,0,2018:07:20,11:25:14
14,180720_112525,0,0,2018:07:20,11:25:20
15,180720_112652,0,0,2018:07:20,11:25:30
16,180720_112657,1,37,2018:07:20,11:26:48
17,180720_112704,1,11,2018:07:20,11:27:00
18,180720_112711,1,3,2018:07:20,11:27:07
19,180720_112716,1,1,2018:07:20,11:27:12
20,180720_113702,1,1,2018:07:20,11:36:58
21,180720_113708,0,0,2018:07:20,11:37:03
22,180720_113715,0,0,2018:07:20,11:37:10
23,180720_113722,0,0,2018:07:20,11:37:17
24,180720_113729,1,15,2018:07:20,11:37:25
25,180720_113735,1,29,2018:07:20,11:37:30
26,180720_113745,1,32,2018:07:20,11:37:41
27,180720_113756,1,2,2018:07:20,11:37:51
28,180720_113804,0,0,2018:07:20,11:38:00
29,180720_113810,0,0,2018:07:20,11:38:06
30,180720_113853,0,0,2018:07:20,11:38:48
31,180720_113859,0,0,2018:07:20,11:38:55
32,180720_113906,0,0,2018:07:20,11:39:02
33,180720_113914,0,0,2018:07:20,11:39:10
34,180720_113921,0,0,2018:07:20,11:39:17
35,180720_113927,1,1,2018:07:20,11:39:23
36,180720_113937,1,5,2018:07:20,11:39:33
37,180720_113943,1,5,2018:07:20,11:39:38
38,180720_113949,1,7,2018:07:20,11:39:44
39,180720_113955,1,3,2018:07:20,11:39:50
40,180720_114003,1,5,2018:07:20,11:39:59
41,180720_114903,1,13,2018:07:20,11:48:58
42,180720_114909,1,8,2018:07:20,11:49:05
43,180720_114921,1,10,2018:07:20,11:49:16
44,180720_114927,1,8,2018:07:20,11:49:22
45,180720_114933,1,8,2018:07:20,11:49:28
46,180720_114940,0,0,2018:07:20,11:49:36
47,180720_114947,0,0,2018:07:20,11:49:43
48,180720_114954,0,0,2018:07:20,11:49:50
49,180720_115002,0,0,2018:07:20,11:49:58
50,180720_115009,0,0,2018:07:20,11:50:05
51,180720_115017,0,0,2018:07:20,11:50:12
52,180720_115057,1,1,2018:07:20,11:50:52
53,180720_115103,0,0,2018:07:20,11:50:59
54,180720_115110,0,0,2018:07:20,11:51:06
55,180720_115120,0,0,2018:07:20,11:51:16
56,180720_115128,0,0,2018:07:20,11:51:24
57,180720_115138,1,1,2018:07:20,11:51:33
58,180720_120102,1,2,2018:07:20,12:00:57
