,Name,Matlabel,Fish,Date,Time
0,180723_050103,0,0,2018:07:23,04:01:12
1,180723_050110,0,0,2018:07:23,04:01:19
2,180723_050117,0,0,2018:07:23,04:01:26
3,180723_050128,0,0,2018:07:23,04:01:37
4,180723_050136,0,0,2018:07:23,04:01:45
5,180723_050147,0,0,2018:07:23,04:01:55
6,180723_050154,0,0,2018:07:23,04:02:03
7,180723_050203,0,0,2018:07:23,04:02:12
8,180723_050211,0,0,2018:07:23,04:02:19
9,180723_050252,0,0,2018:07:23,04:02:27
10,180723_050256,0,0,2018:07:23,04:03:02
11,180723_050302,0,0,2018:07:23,04:03:10
12,180723_050313,0,0,2018:07:23,04:03:21
13,180723_051303,0,0,2018:07:23,04:13:11
14,180723_051311,0,0,2018:07:23,04:13:19
15,180723_051319,0,0,2018:07:23,04:13:27
16,180723_051327,0,0,2018:07:23,04:13:36
17,180723_051338,0,0,2018:07:23,04:13:46
18,180723_051346,0,0,2018:07:23,04:13:54
19,180723_051353,0,0,2018:07:23,04:14:02
20,180723_051401,0,0,2018:07:23,04:14:09
21,180723_051410,0,0,2018:07:23,04:14:18
22,180723_051453,0,0,2018:07:23,04:14:26
23,180723_051457,0,0,2018:07:23,04:15:02
24,180723_051504,0,0,2018:07:23,04:15:12
25,180723_051512,0,0,2018:07:23,04:15:20
26,180723_051520,0,0,2018:07:23,04:15:28
27,180723_051528,0,0,2018:07:23,04:15:36
28,180723_051536,0,0,2018:07:23,04:15:44
29,180723_051546,0,0,2018:07:23,04:15:55
30,180723_051555,0,0,2018:07:23,04:16:03
31,180723_051604,0,0,2018:07:23,04:16:12
32,180723_052503,1,0,2018:07:23,04:25:11
33,180723_052510,0,0,2018:07:23,04:25:18
34,180723_052518,0,0,2018:07:23,04:25:26
35,180723_052525,0,0,2018:07:23,04:25:33
36,180723_052533,0,0,2018:07:23,04:25:41
37,180723_052540,0,0,2018:07:23,04:25:49
38,180723_052548,0,0,2018:07:23,04:25:56
39,180723_052556,0,0,2018:07:23,04:26:04
40,180723_052718,0,0,2018:07:23,04:27:26
41,180723_052725,0,0,2018:07:23,04:27:33
42,180723_052732,0,0,2018:07:23,04:27:40
43,180723_052740,0,0,2018:07:23,04:27:48
44,180723_052752,0,0,2018:07:23,04:28:00
45,180723_052802,0,0,2018:07:23,04:28:11
46,180723_052812,0,0,2018:07:23,04:28:21
47,180723_052820,0,0,2018:07:23,04:28:28
48,180723_053703,0,0,2018:07:23,04:37:11
49,180723_053710,0,0,2018:07:23,04:37:18
50,180723_053717,0,0,2018:07:23,04:37:25
51,180723_053724,0,0,2018:07:23,04:37:32
52,180723_053731,0,0,2018:07:23,04:37:39
53,180723_053740,0,0,2018:07:23,04:37:48
54,180723_053748,0,0,2018:07:23,04:37:56
55,180723_053755,0,0,2018:07:23,04:38:03
56,180723_053802,0,0,2018:07:23,04:38:10
57,180723_053811,0,0,2018:07:23,04:38:19
58,180723_053859,0,0,2018:07:23,04:39:07
59,180723_053907,0,0,2018:07:23,04:39:15
60,180723_053938,1,0,2018:07:23,04:39:46
