,Name,Matlabel,Fish,Date,Time
0,180526_110249,0,0,2018:05:26,10:03:00
1,180526_110256,0,0,2018:05:26,10:03:06
2,180526_110301,0,0,2018:05:26,10:03:12
3,180526_110307,0,0,2018:05:26,10:03:17
4,180526_110312,0,0,2018:05:26,10:03:23
5,180526_110318,0,0,2018:05:26,10:03:28
6,180526_110323,0,0,2018:05:26,10:03:34
7,180526_110330,0,0,2018:05:26,10:03:41
8,180526_110337,0,0,2018:05:26,10:03:47
9,180526_110344,0,0,2018:05:26,10:03:54
10,180526_110349,0,0,2018:05:26,10:04:00
11,180526_111257,0,0,2018:05:26,10:13:08
12,180526_111304,0,0,2018:05:26,10:13:15
13,180526_111309,0,0,2018:05:26,10:13:20
14,180526_111315,0,0,2018:05:26,10:13:25
15,180526_111320,0,0,2018:05:26,10:13:31
16,180526_111326,0,0,2018:05:26,10:13:36
17,180526_111331,0,0,2018:05:26,10:13:42
18,180526_111338,0,0,2018:05:26,10:13:48
19,180526_111343,0,0,2018:05:26,10:13:54
20,180526_111349,0,0,2018:05:26,10:14:00
21,180526_111500,0,0,2018:05:26,10:15:11
22,180526_111505,0,0,2018:05:26,10:15:16
23,180526_111511,0,0,2018:05:26,10:15:21
24,180526_111516,0,0,2018:05:26,10:15:27
25,180526_111522,0,0,2018:05:26,10:15:33
26,180526_111529,0,0,2018:05:26,10:15:40
27,180526_111535,0,0,2018:05:26,10:15:45
28,180526_111541,0,0,2018:05:26,10:15:52
29,180526_111548,0,0,2018:05:26,10:15:58
30,180526_111554,0,0,2018:05:26,10:16:05
31,180526_111601,0,0,2018:05:26,10:16:12
32,180526_111607,0,0,2018:05:26,10:16:18
33,180526_112458,0,0,2018:05:26,10:25:09
34,180526_112505,0,0,2018:05:26,10:25:16
35,180526_112512,0,0,2018:05:26,10:25:22
36,180526_112518,0,0,2018:05:26,10:25:28
37,180526_112523,0,0,2018:05:26,10:25:33
38,180526_112528,0,0,2018:05:26,10:25:39
39,180526_112557,0,0,2018:05:26,10:26:07
40,180526_112602,0,0,2018:05:26,10:26:13
41,180526_112609,0,0,2018:05:26,10:26:20
42,180526_112649,0,0,2018:05:26,10:26:27
43,180526_112653,0,0,2018:05:26,10:26:59
44,180526_112702,0,0,2018:05:26,10:27:12
45,180526_112708,0,0,2018:05:26,10:27:18
46,180526_112713,0,0,2018:05:26,10:27:24
47,180526_112719,0,0,2018:05:26,10:27:30
48,180526_112725,0,0,2018:05:26,10:27:36
49,180526_112731,0,0,2018:05:26,10:27:42
50,180526_112737,0,0,2018:05:26,10:27:47
51,180526_112744,0,0,2018:05:26,10:27:55
52,180526_112750,0,0,2018:05:26,10:28:01
53,180526_112757,0,0,2018:05:26,10:28:07
54,180526_112802,0,0,2018:05:26,10:28:13
55,180526_113658,0,0,2018:05:26,10:37:09
56,180526_113705,0,0,2018:05:26,10:37:16
57,180526_113711,0,0,2018:05:26,10:37:21
58,180526_113716,0,0,2018:05:26,10:37:27
59,180526_113722,0,0,2018:05:26,10:37:32
60,180526_113727,0,0,2018:05:26,10:37:38
61,180526_113733,0,0,2018:05:26,10:37:43
62,180526_113738,0,0,2018:05:26,10:37:49
63,180526_113849,0,0,2018:05:26,10:38:23
64,180526_113853,0,0,2018:05:26,10:38:59
65,180526_113858,0,0,2018:05:26,10:39:08
66,180526_113903,0,0,2018:05:26,10:39:14
67,180526_113909,0,0,2018:05:26,10:39:20
68,180526_113915,0,0,2018:05:26,10:39:25
69,180526_113921,0,0,2018:05:26,10:39:32
70,180526_113953,0,0,2018:05:26,10:40:03
71,180526_113958,0,0,2018:05:26,10:40:09
72,180526_114858,0,0,2018:05:26,10:49:09
73,180526_114905,0,0,2018:05:26,10:49:16
74,180526_114911,0,0,2018:05:26,10:49:21
75,180526_114916,0,0,2018:05:26,10:49:27
76,180526_114922,0,0,2018:05:26,10:49:33
77,180526_114928,0,0,2018:05:26,10:49:38
78,180526_114933,0,0,2018:05:26,10:49:44
79,180526_114939,0,0,2018:05:26,10:49:50
80,180526_114945,0,0,2018:05:26,10:49:55
81,180526_114950,0,0,2018:05:26,10:50:01
82,180526_114956,0,0,2018:05:26,10:50:06
83,180526_115003,0,0,2018:05:26,10:50:13
84,180526_115042,0,0,2018:05:26,10:50:53
85,180526_115047,0,0,2018:05:26,10:50:58
86,180526_115052,0,0,2018:05:26,10:51:03
87,180526_115058,0,0,2018:05:26,10:51:09
88,180526_115104,0,0,2018:05:26,10:51:14
89,180526_115109,0,0,2018:05:26,10:51:20
90,180526_115115,0,0,2018:05:26,10:51:26
91,180526_115121,0,0,2018:05:26,10:51:31
92,180526_115126,0,0,2018:05:26,10:51:37
93,180526_115133,0,0,2018:05:26,10:51:44
94,180526_115140,0,0,2018:05:26,10:51:51
95,180526_115146,0,0,2018:05:26,10:51:56
96,180526_120059,0,0,2018:05:26,11:01:10
97,180526_120105,0,0,2018:05:26,11:01:16
98,180526_120111,0,0,2018:05:26,11:01:21
99,180526_120116,0,0,2018:05:26,11:01:27
100,180526_120122,0,0,2018:05:26,11:01:32
101,180526_120129,0,0,2018:05:26,11:01:39
102,180526_120135,0,0,2018:05:26,11:01:46
103,180526_120141,0,0,2018:05:26,11:01:52
104,180526_120148,0,0,2018:05:26,11:01:59
105,180526_120155,0,0,2018:05:26,11:02:05
106,180526_120250,0,0,2018:05:26,11:02:11
107,180526_120256,0,0,2018:05:26,11:03:07
108,180526_120302,0,0,2018:05:26,11:03:13
109,180526_120308,0,0,2018:05:26,11:03:18
110,180526_120313,0,0,2018:05:26,11:03:24
111,180526_120319,0,0,2018:05:26,11:03:30
112,180526_120325,0,0,2018:05:26,11:03:35
113,180526_120330,0,0,2018:05:26,11:03:41
114,180526_120336,0,0,2018:05:26,11:03:47
115,180526_121258,0,0,2018:05:26,11:13:09
116,180526_121305,0,0,2018:05:26,11:13:15
117,180526_121310,0,0,2018:05:26,11:13:21
118,180526_121316,0,0,2018:05:26,11:13:27
119,180526_121322,0,0,2018:05:26,11:13:32
120,180526_121327,0,0,2018:05:26,11:13:38
121,180526_121333,1,32,2018:05:26,11:13:43
122,180526_121338,0,0,2018:05:26,11:13:49
123,180526_121345,0,0,2018:05:26,11:13:56
124,180526_121351,0,0,2018:05:26,11:14:01
125,180526_121357,0,0,2018:05:26,11:14:08
126,180526_121403,0,0,2018:05:26,11:14:14
127,180526_121443,0,0,2018:05:26,11:14:53
128,180526_121449,0,0,2018:05:26,11:15:00
129,180526_121456,0,0,2018:05:26,11:15:07
130,180526_121502,0,0,2018:05:26,11:15:12
131,180526_121508,0,0,2018:05:26,11:15:18
132,180526_121513,0,0,2018:05:26,11:15:24
133,180526_121519,0,0,2018:05:26,11:15:29
134,180526_121525,0,0,2018:05:26,11:15:35
135,180526_121531,0,0,2018:05:26,11:15:42
136,180526_121537,0,0,2018:05:26,11:15:48
137,180526_121544,0,0,2018:05:26,11:15:54
138,180526_121550,0,0,2018:05:26,11:16:00
139,180526_122457,0,0,2018:05:26,11:25:08
140,180526_122503,0,0,2018:05:26,11:25:13
141,180526_122509,0,0,2018:05:26,11:25:20
142,180526_122516,0,0,2018:05:26,11:25:27
143,180526_122522,0,0,2018:05:26,11:25:32
144,180526_122527,0,0,2018:05:26,11:25:38
145,180526_122534,0,0,2018:05:26,11:25:44
146,180526_122612,0,0,2018:05:26,11:26:23
147,180526_122653,0,0,2018:05:26,11:27:03
148,180526_122658,0,0,2018:05:26,11:27:08
149,180526_122703,0,0,2018:05:26,11:27:14
150,180526_122709,0,0,2018:05:26,11:27:20
151,180526_122715,0,0,2018:05:26,11:27:25
152,180526_122721,0,0,2018:05:26,11:27:32
153,180526_122728,0,0,2018:05:26,11:27:38
154,180526_123658,0,0,2018:05:26,11:37:09
155,180526_123705,0,0,2018:05:26,11:37:16
156,180526_123712,0,0,2018:05:26,11:37:22
157,180526_123717,0,0,2018:05:26,11:37:28
158,180526_123723,0,0,2018:05:26,11:37:33
159,180526_123849,0,0,2018:05:26,11:37:39
160,180526_123853,0,0,2018:05:26,11:39:00
161,180526_123858,0,0,2018:05:26,11:39:09
162,180526_123905,0,0,2018:05:26,11:39:15
163,180526_123910,0,0,2018:05:26,11:39:21
164,180526_123916,0,0,2018:05:26,11:39:26
165,180526_123921,0,0,2018:05:26,11:39:32
166,180526_123927,0,0,2018:05:26,11:39:37
167,180526_123934,0,0,2018:05:26,11:39:44
168,180526_123956,0,0,2018:05:26,11:40:07
169,180526_124003,0,0,2018:05:26,11:40:14
170,180526_124859,0,0,2018:05:26,11:49:09
171,180526_124904,0,0,2018:05:26,11:49:15
172,180526_124910,0,0,2018:05:26,11:49:20
173,180526_124915,0,0,2018:05:26,11:49:26
174,180526_124921,0,0,2018:05:26,11:49:31
175,180526_124926,0,0,2018:05:26,11:49:37
176,180526_124933,0,0,2018:05:26,11:49:44
177,180526_124939,0,0,2018:05:26,11:49:49
178,180526_124944,0,0,2018:05:26,11:49:55
179,180526_124950,0,0,2018:05:26,11:50:01
180,180526_124955,0,0,2018:05:26,11:50:06
181,180526_125001,0,0,2018:05:26,11:50:12
182,180526_125041,0,0,2018:05:26,11:50:51
183,180526_125048,0,0,2018:05:26,11:50:58
184,180526_125053,0,0,2018:05:26,11:51:04
185,180526_125059,0,0,2018:05:26,11:51:10
186,180526_125105,0,0,2018:05:26,11:51:15
187,180526_125111,0,0,2018:05:26,11:51:22
188,180526_125117,0,0,2018:05:26,11:51:27
189,180526_125123,0,0,2018:05:26,11:51:33
190,180526_125128,0,0,2018:05:26,11:51:39
191,180526_125135,0,0,2018:05:26,11:51:46
192,180526_125141,0,0,2018:05:26,11:51:51
193,180526_130058,1,23,2018:05:26,12:01:09
194,180526_130103,1,20,2018:05:26,12:01:14
195,180526_130110,1,27,2018:05:26,12:01:21
196,180526_130117,1,22,2018:05:26,12:01:28
197,180526_130123,1,19,2018:05:26,12:01:33
198,180526_130130,1,27,2018:05:26,12:01:40
199,180526_130135,1,22,2018:05:26,12:01:46
200,180526_130142,1,16,2018:05:26,12:01:53
201,180526_130149,1,27,2018:05:26,12:02:00
202,180526_130155,1,21,2018:05:26,12:02:05
203,180526_130200,1,23,2018:05:26,12:02:11
204,180526_130206,1,30,2018:05:26,12:02:16
205,180526_130245,1,32,2018:05:26,12:02:56
206,180526_130250,1,35,2018:05:26,12:03:01
207,180526_130257,1,21,2018:05:26,12:03:08
208,180526_130302,1,30,2018:05:26,12:03:13
209,180526_130308,1,29,2018:05:26,12:03:19
210,180526_130314,1,24,2018:05:26,12:03:25
211,180526_130320,1,22,2018:05:26,12:03:30
212,180526_130325,1,39,2018:05:26,12:03:36
213,180526_130331,1,22,2018:05:26,12:03:41
214,180526_130337,1,31,2018:05:26,12:03:47
215,180526_131259,1,24,2018:05:26,12:13:09
216,180526_131305,1,19,2018:05:26,12:13:16
217,180526_131311,1,25,2018:05:26,12:13:22
218,180526_131316,1,17,2018:05:26,12:13:27
219,180526_131323,1,20,2018:05:26,12:13:34
220,180526_131329,1,33,2018:05:26,12:13:39
221,180526_131334,1,19,2018:05:26,12:13:45
222,180526_131340,1,26,2018:05:26,12:13:51
223,180526_131346,1,22,2018:05:26,12:13:56
224,180526_131351,1,22,2018:05:26,12:14:02
225,180526_131357,1,19,2018:05:26,12:14:08
226,180526_131403,1,23,2018:05:26,12:14:13
227,180526_131442,1,16,2018:05:26,12:14:53
228,180526_131448,1,16,2018:05:26,12:14:58
229,180526_131453,1,13,2018:05:26,12:15:04
230,180526_131459,1,9,2018:05:26,12:15:10
231,180526_131512,1,9,2018:05:26,12:15:22
232,180526_131518,1,15,2018:05:26,12:15:28
233,180526_131523,1,11,2018:05:26,12:15:34
234,180526_131531,1,17,2018:05:26,12:15:41
235,180526_131536,1,10,2018:05:26,12:15:47
236,180526_131542,1,17,2018:05:26,12:15:52
237,180526_131547,1,22,2018:05:26,12:15:58
238,180526_131553,1,17,2018:05:26,12:16:04
239,180526_132459,1,17,2018:05:26,12:25:09
240,180526_132505,1,12,2018:05:26,12:25:16
241,180526_132511,1,38,2018:05:26,12:25:21
242,180526_132516,1,13,2018:05:26,12:25:27
243,180526_132522,1,27,2018:05:26,12:25:32
244,180526_132528,1,37,2018:05:26,12:25:38
245,180526_132533,1,37,2018:05:26,12:25:44
246,180526_132539,1,31,2018:05:26,12:25:49
247,180526_132544,1,36,2018:05:26,12:25:55
248,180526_132549,1,42,2018:05:26,12:26:00
249,180526_132555,1,40,2018:05:26,12:26:06
250,180526_132600,1,39,2018:05:26,12:26:11
251,180526_132641,1,20,2018:05:26,12:26:52
252,180526_132648,1,49,2018:05:26,12:26:58
253,180526_132654,1,28,2018:05:26,12:27:05
254,180526_132700,1,37,2018:05:26,12:27:11
255,180526_132706,1,34,2018:05:26,12:27:16
256,180526_132711,1,43,2018:05:26,12:27:22
257,180526_132717,1,22,2018:05:26,12:27:27
258,180526_132722,1,39,2018:05:26,12:27:33
259,180526_132728,1,33,2018:05:26,12:27:39
260,180526_132733,1,11,2018:05:26,12:27:44
261,180526_132739,1,21,2018:05:26,12:27:50
262,180526_132745,1,22,2018:05:26,12:27:55
263,180526_133659,1,12,2018:05:26,12:37:10
264,180526_133705,1,13,2018:05:26,12:37:15
265,180526_133710,1,22,2018:05:26,12:37:21
266,180526_133716,1,25,2018:05:26,12:37:27
267,180526_133723,1,13,2018:05:26,12:37:34
268,180526_133728,1,19,2018:05:26,12:37:39
269,180526_133735,1,11,2018:05:26,12:37:46
270,180526_133741,1,10,2018:05:26,12:37:51
271,180526_133746,1,12,2018:05:26,12:37:57
272,180526_133752,1,26,2018:05:26,12:38:02
273,180526_133757,1,24,2018:05:26,12:38:08
274,180526_133803,1,9,2018:05:26,12:38:13
275,180526_133843,1,19,2018:05:26,12:38:54
276,180526_133850,0,0,2018:05:26,12:39:00
277,180526_133855,0,0,2018:05:26,12:39:06
278,180526_133901,0,0,2018:05:26,12:39:11
279,180526_133906,0,0,2018:05:26,12:39:17
280,180526_133912,0,0,2018:05:26,12:39:22
281,180526_133940,0,0,2018:05:26,12:39:50
282,180526_133945,0,0,2018:05:26,12:39:56
283,180526_133952,0,0,2018:05:26,12:40:03
284,180526_133958,0,0,2018:05:26,12:40:08
285,180526_134859,0,0,2018:05:26,12:49:10
286,180526_134905,0,0,2018:05:26,12:49:15
287,180526_134910,0,0,2018:05:26,12:49:21
288,180526_134917,0,0,2018:05:26,12:49:28
289,180526_134923,0,0,2018:05:26,12:49:33
290,180526_134928,0,0,2018:05:26,12:49:39
291,180526_134934,0,0,2018:05:26,12:49:44
292,180526_134939,0,0,2018:05:26,12:49:50
293,180526_134944,0,0,2018:05:26,12:49:55
294,180526_134951,0,0,2018:05:26,12:50:02
295,180526_134958,0,0,2018:05:26,12:50:08
