,Name,Matlabel,Fish,Date,Time
0,180718_110321,1,26,2018:07:18,11:02:48
1,180718_110328,1,49,2018:07:18,11:02:55
2,180718_110334,1,42,2018:07:18,11:03:01
3,180718_110340,1,49,2018:07:18,11:03:07
4,180718_110345,1,58,2018:07:18,11:03:13
5,180718_110354,1,59,2018:07:18,11:03:21
6,180718_110400,1,58,2018:07:18,11:03:26
7,180718_110407,1,35,2018:07:18,11:03:34
8,180718_111303,1,2,2018:07:18,11:12:30
9,180718_111453,1,3,2018:07:18,11:12:35
10,180718_111500,1,3,2018:07:18,11:14:27
11,180718_111506,1,6,2018:07:18,11:14:32
12,180718_111514,1,2,2018:07:18,11:14:41
13,180718_111526,1,1,2018:07:18,11:14:53
14,180718_111532,1,2,2018:07:18,11:14:59
15,180718_111540,1,0,2018:07:18,11:15:07
16,180718_111546,1,1,2018:07:18,11:15:12
17,180718_111553,1,1,2018:07:18,11:15:19
18,180718_111600,0,0,2018:07:18,11:15:27
19,180718_111605,0,0,2018:07:18,11:15:32
20,180718_112503,0,0,2018:07:18,11:24:29
21,180718_112509,0,0,2018:07:18,11:24:36
22,180718_112515,0,0,2018:07:18,11:24:42
23,180718_112523,0,0,2018:07:18,11:24:50
24,180718_112529,0,0,2018:07:18,11:24:56
25,180718_112537,0,0,2018:07:18,11:25:04
26,180718_112544,1,2,2018:07:18,11:25:11
27,180718_112552,1,12,2018:07:18,11:25:18
28,180718_112559,1,34,2018:07:18,11:25:26
29,180718_112606,0,0,2018:07:18,11:25:33
30,180718_112612,0,0,2018:07:18,11:25:38
31,180718_112653,0,0,2018:07:18,11:25:47
32,180718_112658,1,4,2018:07:18,11:26:20
33,180718_112705,1,0,2018:07:18,11:26:32
34,180718_112711,0,0,2018:07:18,11:26:38
35,180718_112718,0,0,2018:07:18,11:26:45
36,180718_112725,0,0,2018:07:18,11:26:52
37,180718_112731,1,1,2018:07:18,11:26:58
38,180718_112737,1,1,2018:07:18,11:27:04
39,180718_112743,0,0,2018:07:18,11:27:10
40,180718_112751,0,0,2018:07:18,11:27:18
41,180718_112757,0,0,2018:07:18,11:27:23
42,180718_112806,0,0,2018:07:18,11:27:33
43,180718_113702,1,8,2018:07:18,11:36:28
44,180718_113708,0,0,2018:07:18,11:36:35
45,180718_113715,0,0,2018:07:18,11:36:42
46,180718_113852,0,0,2018:07:18,11:36:48
47,180718_113858,1,1,2018:07:18,11:38:24
48,180718_113903,0,0,2018:07:18,11:38:30
49,180718_113914,0,0,2018:07:18,11:38:41
50,180718_113921,0,0,2018:07:18,11:38:48
51,180718_113927,0,0,2018:07:18,11:38:54
52,180718_113933,0,0,2018:07:18,11:39:00
53,180718_113939,0,0,2018:07:18,11:39:05
54,180718_113944,0,0,2018:07:18,11:39:11
55,180718_113950,0,0,2018:07:18,11:39:17
