,Name,Matlabel,Fish,Date,Time
0,180711_091521,0,0,2018:07:11,09:15:42
1,180711_091528,0,0,2018:07:11,09:15:48
2,180711_091533,0,0,2018:07:11,09:15:54
3,180711_091539,0,0,2018:07:11,09:16:00
4,180711_091545,1,2,2018:07:11,09:16:06
5,180711_091552,1,2,2018:07:11,09:16:12
6,180711_091558,1,4,2018:07:11,09:16:18
7,180711_092503,1,3,2018:07:11,09:25:23
8,180711_092509,1,0,2018:07:11,09:25:30
9,180711_092515,1,0,2018:07:11,09:25:36
10,180711_092654,1,1,2018:07:11,09:25:41
11,180711_092657,0,0,2018:07:11,09:27:14
12,180711_092703,0,0,2018:07:11,09:27:23
13,180711_092708,0,0,2018:07:11,09:27:29
14,180711_093703,0,0,2018:07:11,09:37:23
15,180711_093709,0,0,2018:07:11,09:37:30
16,180711_093715,0,0,2018:07:11,09:37:36
17,180711_093721,0,0,2018:07:11,09:37:42
18,180711_093727,0,0,2018:07:11,09:37:47
19,180711_093733,0,0,2018:07:11,09:37:53
20,180711_093738,0,0,2018:07:11,09:37:59
21,180711_093746,1,1,2018:07:11,09:38:07
22,180711_093753,1,1,2018:07:11,09:38:13
23,180711_093759,1,1,2018:07:11,09:38:19
24,180711_093919,1,1,2018:07:11,09:39:40
25,180711_093924,0,0,2018:07:11,09:39:45
26,180711_093931,0,0,2018:07:11,09:39:52
27,180711_093937,0,0,2018:07:11,09:39:58
28,180711_093943,0,0,2018:07:11,09:40:04
29,180711_093950,0,0,2018:07:11,09:40:10
30,180711_093956,1,6,2018:07:11,09:40:16
31,180711_094001,0,0,2018:07:11,09:40:22
32,180711_094007,0,0,2018:07:11,09:40:28
33,180711_094013,0,0,2018:07:11,09:40:33
34,180711_094019,0,0,2018:07:11,09:40:39
35,180711_094903,1,1,2018:07:11,09:49:24
36,180711_094909,1,1,2018:07:11,09:49:30
37,180711_094917,1,1,2018:07:11,09:49:38
38,180711_094923,1,0,2018:07:11,09:49:43
39,180711_094930,1,1,2018:07:11,09:49:50
40,180711_094935,1,2,2018:07:11,09:49:56
41,180711_094941,1,2,2018:07:11,09:50:02
42,180711_094947,1,1,2018:07:11,09:50:08
43,180711_094955,1,1,2018:07:11,09:50:16
44,180711_095001,1,4,2018:07:11,09:50:22
45,180711_095008,1,2,2018:07:11,09:50:29
46,180711_095054,1,1,2018:07:11,09:50:36
47,180711_095058,1,1,2018:07:11,09:51:14
48,180711_095104,1,8,2018:07:11,09:51:24
49,180711_095110,1,3,2018:07:11,09:51:31
50,180711_095118,1,2,2018:07:11,09:51:39
51,180711_095127,1,0,2018:07:11,09:51:48
52,180711_095133,1,1,2018:07:11,09:51:54
53,180711_095139,1,1,2018:07:11,09:52:00
54,180711_095145,1,3,2018:07:11,09:52:05
55,180711_095151,1,1,2018:07:11,09:52:11
56,180711_095158,0,0,2018:07:11,09:52:19
57,180711_095206,0,0,2018:07:11,09:52:27
58,180711_100101,1,1,2018:07:11,10:01:22
59,180711_100107,1,1,2018:07:11,10:01:27
60,180711_100116,1,1,2018:07:11,10:01:36
61,180711_100124,1,1,2018:07:11,10:01:44
62,180711_100133,1,2,2018:07:11,10:01:53
63,180711_100138,1,3,2018:07:11,10:01:59
64,180711_100144,1,1,2018:07:11,10:02:05
65,180711_100152,0,0,2018:07:11,10:02:12
66,180711_100159,0,0,2018:07:11,10:02:19
67,180711_100205,1,1,2018:07:11,10:02:26
68,180711_100252,1,2,2018:07:11,10:02:36
69,180711_100256,1,1,2018:07:11,10:03:13
70,180711_100301,1,1,2018:07:11,10:03:22
71,180711_100308,1,1,2018:07:11,10:03:29
72,180711_100314,1,1,2018:07:11,10:03:35
73,180711_100320,1,2,2018:07:11,10:03:41
74,180711_100326,1,3,2018:07:11,10:03:46
75,180711_100331,1,1,2018:07:11,10:03:52
76,180711_100337,1,1,2018:07:11,10:03:58
77,180711_101304,0,0,2018:07:11,10:13:24
78,180711_101310,0,0,2018:07:11,10:13:31
79,180711_101317,0,0,2018:07:11,10:13:38
80,180711_101323,0,0,2018:07:11,10:13:43
81,180711_101329,0,0,2018:07:11,10:13:49
82,180711_101336,0,0,2018:07:11,10:13:56
83,180711_101342,0,0,2018:07:11,10:14:02
84,180711_101347,0,0,2018:07:11,10:14:08
85,180711_101355,0,0,2018:07:11,10:14:16
86,180711_101401,0,0,2018:07:11,10:14:22
87,180711_101407,0,0,2018:07:11,10:14:27
88,180711_101413,0,0,2018:07:11,10:14:34
89,180711_101459,1,3,2018:07:11,10:15:19
90,180711_101504,1,1,2018:07:11,10:15:25
91,180711_101510,0,0,2018:07:11,10:15:30
92,180711_101517,0,0,2018:07:11,10:15:38
93,180711_101523,1,5,2018:07:11,10:15:43
94,180711_101530,1,2,2018:07:11,10:15:50
