,Name,Matlabel,Fish,Date,Time
0,180716_101553,0,0,2018:07:16,09:16:03
1,180716_101559,0,0,2018:07:16,09:16:09
2,180716_101605,0,0,2018:07:16,09:16:14
3,180716_102503,0,0,2018:07:16,09:25:12
4,180716_102508,0,0,2018:07:16,09:25:18
5,180716_102514,0,0,2018:07:16,09:25:23
6,180716_102519,0,0,2018:07:16,09:25:29
7,180716_102525,0,0,2018:07:16,09:25:35
8,180716_102653,0,0,2018:07:16,09:25:42
9,180716_102657,0,0,2018:07:16,09:27:03
10,180716_102703,0,0,2018:07:16,09:27:12
11,180716_102710,0,0,2018:07:16,09:27:20
12,180716_102718,0,0,2018:07:16,09:27:28
13,180716_102724,0,0,2018:07:16,09:27:33
14,180716_102730,0,0,2018:07:16,09:27:39
15,180716_102735,0,0,2018:07:16,09:27:45
16,180716_102742,0,0,2018:07:16,09:27:51
17,180716_103702,1,1,2018:07:16,09:37:12
18,180716_103709,1,1,2018:07:16,09:37:19
19,180716_103719,1,1,2018:07:16,09:37:28
20,180716_103724,1,1,2018:07:16,09:37:34
21,180716_103730,1,1,2018:07:16,09:37:39
22,180716_103735,0,0,2018:07:16,09:37:45
23,180716_103815,0,0,2018:07:16,09:38:24
24,180716_103852,0,0,2018:07:16,09:38:30
25,180716_103856,0,0,2018:07:16,09:39:02
26,180716_103901,0,0,2018:07:16,09:39:11
27,180716_103909,0,0,2018:07:16,09:39:19
28,180716_103917,0,0,2018:07:16,09:39:26
29,180716_103927,0,0,2018:07:16,09:39:36
30,180716_103932,0,0,2018:07:16,09:39:42
31,180716_103941,0,0,2018:07:16,09:39:50
32,180716_103948,0,0,2018:07:16,09:39:58
33,180716_103954,0,0,2018:07:16,09:40:04
34,180716_104000,0,0,2018:07:16,09:40:09
35,180716_104903,0,0,2018:07:16,09:49:12
36,180716_104908,0,0,2018:07:16,09:49:18
37,180716_104914,0,0,2018:07:16,09:49:23
38,180716_104919,0,0,2018:07:16,09:49:29
39,180716_104926,0,0,2018:07:16,09:49:36
40,180716_104932,0,0,2018:07:16,09:49:42
41,180716_104938,1,6,2018:07:16,09:49:47
42,180716_105015,1,1,2018:07:16,09:50:24
43,180716_105054,1,24,2018:07:16,09:50:31
44,180716_105058,1,5,2018:07:16,09:51:04
45,180716_105103,1,2,2018:07:16,09:51:12
46,180716_105110,1,3,2018:07:16,09:51:20
47,180716_105119,0,0,2018:07:16,09:51:29
48,180716_105125,0,0,2018:07:16,09:51:34
49,180716_105131,0,0,2018:07:16,09:51:41
50,180716_105137,1,1,2018:07:16,09:51:46
51,180716_105143,0,0,2018:07:16,09:51:52
52,180716_110103,0,0,2018:07:16,10:01:12
53,180716_110108,0,0,2018:07:16,10:01:17
54,180716_110115,0,0,2018:07:16,10:01:24
55,180716_110120,0,0,2018:07:16,10:01:30
56,180716_110126,0,0,2018:07:16,10:01:36
57,180716_110132,0,0,2018:07:16,10:01:42
58,180716_110138,0,0,2018:07:16,10:01:47
59,180716_110143,0,0,2018:07:16,10:01:53
60,180716_110149,0,0,2018:07:16,10:01:59
61,180716_110155,0,0,2018:07:16,10:02:04
62,180716_110202,0,0,2018:07:16,10:02:12
63,180716_110210,1,3,2018:07:16,10:02:20
64,180716_110250,0,0,2018:07:16,10:02:59
65,180716_110256,0,0,2018:07:16,10:03:06
66,180716_110305,0,0,2018:07:16,10:03:14
67,180716_110311,0,0,2018:07:16,10:03:20
68,180716_110317,0,0,2018:07:16,10:03:26
69,180716_110323,0,0,2018:07:16,10:03:32
70,180716_110328,0,0,2018:07:16,10:03:38
71,180716_110336,0,0,2018:07:16,10:03:45
72,180716_111303,0,0,2018:07:16,10:13:12
73,180716_111309,0,0,2018:07:16,10:13:19
74,180716_111315,1,1,2018:07:16,10:13:25
75,180716_111321,1,1,2018:07:16,10:13:30
76,180716_111326,0,0,2018:07:16,10:13:36
77,180716_111332,0,0,2018:07:16,10:13:42
78,180716_111339,0,0,2018:07:16,10:13:49
79,180716_111348,0,0,2018:07:16,10:13:57
80,180716_111354,0,0,2018:07:16,10:14:03
81,180716_111400,0,0,2018:07:16,10:14:10
82,180716_111407,1,1,2018:07:16,10:14:17
83,180716_111414,0,0,2018:07:16,10:14:23
84,180716_111456,0,0,2018:07:16,10:15:05
85,180716_111501,0,0,2018:07:16,10:15:11
86,180716_111508,0,0,2018:07:16,10:15:17
87,180716_111513,1,3,2018:07:16,10:15:23
88,180716_111521,1,1,2018:07:16,10:15:30
89,180716_111527,1,1,2018:07:16,10:15:36
90,180716_111532,0,0,2018:07:16,10:15:42
91,180716_111538,1,11,2018:07:16,10:15:48
92,180716_111544,0,0,2018:07:16,10:15:53
93,180716_112503,0,0,2018:07:16,10:25:12
94,180716_112508,0,0,2018:07:16,10:25:18
95,180716_112514,0,0,2018:07:16,10:25:24
96,180716_112520,0,0,2018:07:16,10:25:30
97,180716_112526,0,0,2018:07:16,10:25:35
98,180716_112531,0,0,2018:07:16,10:25:41
99,180716_112539,0,0,2018:07:16,10:25:49
100,180716_112606,0,0,2018:07:16,10:26:16
101,180716_112615,0,0,2018:07:16,10:26:24
102,180716_112653,0,0,2018:07:16,10:26:30
103,180716_112657,0,0,2018:07:16,10:27:02
104,180716_112703,0,0,2018:07:16,10:27:12
105,180716_112709,0,0,2018:07:16,10:27:19
106,180716_112719,0,0,2018:07:16,10:27:28
107,180716_112726,0,0,2018:07:16,10:27:35
