,Name,Matlabel,Fish,Date,Time
0,180715_111405,0,0,2018:07:15,10:14:14
1,180715_111411,0,0,2018:07:15,10:14:21
2,180715_111455,1,1,2018:07:15,10:14:29
3,180715_111459,0,0,2018:07:15,10:15:04
4,180715_111504,0,0,2018:07:15,10:15:14
5,180715_111510,0,0,2018:07:15,10:15:19
6,180715_111519,0,0,2018:07:15,10:15:28
7,180715_111524,0,0,2018:07:15,10:15:34
8,180715_111533,1,2,2018:07:15,10:15:43
9,180715_111539,1,1,2018:07:15,10:15:48
10,180715_111545,1,4,2018:07:15,10:15:55
11,180715_111553,1,1,2018:07:15,10:16:03
12,180715_111600,1,1,2018:07:15,10:16:10
13,180715_111606,1,2,2018:07:15,10:16:15
14,180715_112503,0,0,2018:07:15,10:25:12
15,180715_112508,0,0,2018:07:15,10:25:18
16,180715_112514,0,0,2018:07:15,10:25:23
17,180715_112523,0,0,2018:07:15,10:25:32
18,180715_112530,0,0,2018:07:15,10:25:40
19,180715_112536,1,1,2018:07:15,10:25:46
20,180715_112542,1,1,2018:07:15,10:25:52
21,180715_112548,0,0,2018:07:15,10:25:58
22,180715_112600,0,0,2018:07:15,10:26:10
23,180715_112606,0,0,2018:07:15,10:26:15
24,180715_112613,0,0,2018:07:15,10:26:22
25,180715_112653,0,0,2018:07:15,10:26:28
26,180715_112657,0,0,2018:07:15,10:27:02
27,180715_112702,0,0,2018:07:15,10:27:12
28,180715_112708,0,0,2018:07:15,10:27:17
29,180715_112714,0,0,2018:07:15,10:27:23
30,180715_112721,1,1,2018:07:15,10:27:31
31,180715_112728,1,4,2018:07:15,10:27:38
32,180715_112734,1,3,2018:07:15,10:27:44
33,180715_112740,1,3,2018:07:15,10:27:49
34,180715_112749,1,3,2018:07:15,10:27:58
35,180715_112755,1,14,2018:07:15,10:28:04
36,180715_112800,1,11,2018:07:15,10:28:10
37,180715_112806,1,5,2018:07:15,10:28:16
38,180715_113702,1,1,2018:07:15,10:37:11
39,180715_113707,1,1,2018:07:15,10:37:17
40,180715_113713,1,1,2018:07:15,10:37:23
41,180715_113719,0,0,2018:07:15,10:37:28
42,180715_113724,0,0,2018:07:15,10:37:34
43,180715_113730,0,0,2018:07:15,10:37:39
44,180715_113736,1,1,2018:07:15,10:37:45
45,180715_113741,1,1,2018:07:15,10:37:51
46,180715_113747,0,0,2018:07:15,10:37:57
47,180715_113753,0,0,2018:07:15,10:38:02
48,180715_113800,0,0,2018:07:15,10:38:10
49,180715_113809,1,2,2018:07:15,10:38:19
50,180715_113852,1,6,2018:07:15,10:39:01
51,180715_113857,1,6,2018:07:15,10:39:07
52,180715_113904,1,5,2018:07:15,10:39:14
53,180715_113910,1,4,2018:07:15,10:39:20
54,180715_113916,1,4,2018:07:15,10:39:25
55,180715_113924,1,3,2018:07:15,10:39:34
56,180715_113930,1,5,2018:07:15,10:39:39
57,180715_113938,1,1,2018:07:15,10:39:48
58,180715_113944,1,1,2018:07:15,10:39:54
59,180715_113953,0,0,2018:07:15,10:40:02
60,180715_113958,0,0,2018:07:15,10:40:08
61,180715_114004,0,0,2018:07:15,10:40:14
62,180715_114903,0,0,2018:07:15,10:49:12
63,180715_114909,0,0,2018:07:15,10:49:19
64,180715_114915,0,0,2018:07:15,10:49:25
65,180715_114921,0,0,2018:07:15,10:49:30
66,180715_114929,1,4,2018:07:15,10:49:39
67,180715_114935,1,2,2018:07:15,10:49:44
68,180715_114940,1,1,2018:07:15,10:49:50
69,180715_114946,1,1,2018:07:15,10:49:56
70,180715_114954,0,0,2018:07:15,10:50:04
71,180715_115000,0,0,2018:07:15,10:50:10
72,180715_115006,1,1,2018:07:15,10:50:15
73,180715_115013,0,0,2018:07:15,10:50:23
74,180715_115055,1,1,2018:07:15,10:51:05
75,180715_115102,1,1,2018:07:15,10:51:12
76,180715_115110,0,0,2018:07:15,10:51:19
77,180715_115116,0,0,2018:07:15,10:51:25
78,180715_115121,0,0,2018:07:15,10:51:31
79,180715_115127,0,0,2018:07:15,10:51:37
80,180715_115135,0,0,2018:07:15,10:51:44
81,180715_115141,0,0,2018:07:15,10:51:51
82,180715_115147,0,0,2018:07:15,10:51:56
83,180715_115154,0,0,2018:07:15,10:52:04
84,180715_115203,0,0,2018:07:15,10:52:13
85,180715_120102,0,0,2018:07:15,11:01:11
86,180715_120108,0,0,2018:07:15,11:01:18
87,180715_120114,1,1,2018:07:15,11:01:24
88,180715_120123,1,1,2018:07:15,11:01:33
89,180715_120129,1,1,2018:07:15,11:01:39
90,180715_120137,0,0,2018:07:15,11:01:46
91,180715_120143,0,0,2018:07:15,11:01:53
92,180715_120149,1,1,2018:07:15,11:01:59
93,180715_120154,0,0,2018:07:15,11:02:04
94,180715_120202,0,0,2018:07:15,11:02:11
95,180715_120207,0,0,2018:07:15,11:02:17
96,180715_120216,0,0,2018:07:15,11:02:26
97,180715_120300,1,1,2018:07:15,11:03:09
98,180715_120306,1,1,2018:07:15,11:03:16
99,180715_120312,1,0,2018:07:15,11:03:22
100,180715_120318,1,1,2018:07:15,11:03:27
